PA,SZ,AG,Population,Year
Clarke Quay,Clarke Quay,65_to_69,0.0,2018
Clarke Quay,Clarke Quay,70_to_74,0.0,2018
Clarke Quay,Clarke Quay,75_to_79,0.0,2018
Clarke Quay,Clarke Quay,80_to_84,0.0,2018
Clarke Quay,Clarke Quay,85_and_over,10.0,2018
Robertson Quay,Robertson Quay,0_to_4,200.0,2018
Robertson Quay,Robertson Quay,5_to_9,240.0,2018
Robertson Quay,Robertson Quay,10_to_14,180.0,2018
Robertson Quay,Robertson Quay,15_to_19,120.0,2018
Robertson Quay,Robertson Quay,20_to_24,100.0,2018
Robertson Quay,Robertson Quay,25_to_29,110.0,2018
Robertson Quay,Robertson Quay,30_to_34,170.0,2018
Robertson Quay,Robertson Quay,35_to_39,330.0,2018
Robertson Quay,Robertson Quay,40_to_44,390.0,2018
Robertson Quay,Robertson Quay,45_to_49,360.0,2018
Robertson Quay,Robertson Quay,50_to_54,250.0,2018
Robertson Quay,Robertson Quay,55_to_59,180.0,2018
Robertson Quay,Robertson Quay,60_to_64,120.0,2018
Robertson Quay,Robertson Quay,65_to_69,90.0,2018
Robertson Quay,Robertson Quay,70_to_74,80.0,2018
Robertson Quay,Robertson Quay,75_to_79,50.0,2018
Robertson Quay,Robertson Quay,80_to_84,30.0,2018
Robertson Quay,Robertson Quay,85_and_over,20.0,2018
Sentosa,Sentosa,0_to_4,110.0,2018
Sentosa,Sentosa,5_to_9,140.0,2018
Sentosa,Sentosa,10_to_14,110.0,2018
Sentosa,Sentosa,15_to_19,100.0,2018
Sentosa,Sentosa,20_to_24,90.0,2018
Sentosa,Sentosa,25_to_29,90.0,2018
Sentosa,Sentosa,30_to_34,90.0,2018
Sentosa,Sentosa,35_to_39,150.0,2018
Sentosa,Sentosa,40_to_44,170.0,2018
Sentosa,Sentosa,45_to_49,230.0,2018
Sentosa,Sentosa,50_to_54,210.0,2018
Sentosa,Sentosa,55_to_59,190.0,2018
Sentosa,Sentosa,60_to_64,120.0,2018
Sentosa,Sentosa,65_to_69,70.0,2018
Sentosa,Sentosa,70_to_74,30.0,2018
Sentosa,Sentosa,75_to_79,20.0,2018
Sentosa,Sentosa,80_to_84,10.0,2018
Sentosa,Sentosa,85_and_over,0.0,2018
Southern Group,Southern Group,0_to_4,0.0,2018
Southern Group,Southern Group,5_to_9,0.0,2018
Southern Group,Southern Group,10_to_14,0.0,2018
Southern Group,Southern Group,15_to_19,0.0,2018
Southern Group,Southern Group,20_to_24,0.0,2018
Southern Group,Southern Group,25_to_29,0.0,2018
Southern Group,Southern Group,30_to_34,0.0,2018
Southern Group,Southern Group,35_to_39,0.0,2018
Southern Group,Southern Group,40_to_44,0.0,2018
Southern Group,Southern Group,45_to_49,0.0,2018
Southern Group,Southern Group,50_to_54,0.0,2018
Southern Group,Southern Group,55_to_59,0.0,2018
Southern Group,Southern Group,60_to_64,0.0,2018
Southern Group,Southern Group,65_to_69,0.0,2018
Southern Group,Southern Group,70_to_74,0.0,2018
Southern Group,Southern Group,75_to_79,0.0,2018
Southern Group,Southern Group,80_to_84,0.0,2018
Southern Group,Southern Group,85_and_over,0.0,2018
Straits View,Straits View,0_to_4,0.0,2018
Straits View,Straits View,5_to_9,0.0,2018
Straits View,Straits View,10_to_14,0.0,2018
Straits View,Straits View,15_to_19,0.0,2018
Straits View,Straits View,20_to_24,0.0,2018
Straits View,Straits View,25_to_29,0.0,2018
Straits View,Straits View,30_to_34,0.0,2018
Straits View,Straits View,35_to_39,0.0,2018
Straits View,Straits View,40_to_44,0.0,2018
Straits View,Straits View,45_to_49,0.0,2018
Straits View,Straits View,50_to_54,0.0,2018
Straits View,Straits View,55_to_59,0.0,2018
Straits View,Straits View,60_to_64,0.0,2018
Straits View,Straits View,65_to_69,0.0,2018
Straits View,Straits View,70_to_74,0.0,2018
Straits View,Straits View,75_to_79,0.0,2018
Straits View,Straits View,80_to_84,0.0,2018
Straits View,Straits View,85_and_over,0.0,2018
Gali Batu,Gali Batu,0_to_4,0.0,2018
Gali Batu,Gali Batu,5_to_9,0.0,2018
Gali Batu,Gali Batu,10_to_14,0.0,2018
Gali Batu,Gali Batu,15_to_19,0.0,2018
Gali Batu,Gali Batu,20_to_24,0.0,2018
Gali Batu,Gali Batu,25_to_29,0.0,2018
Gali Batu,Gali Batu,30_to_34,0.0,2018
Gali Batu,Gali Batu,35_to_39,0.0,2018
Gali Batu,Gali Batu,40_to_44,0.0,2018
Gali Batu,Gali Batu,45_to_49,0.0,2018
Gali Batu,Gali Batu,50_to_54,0.0,2018
Gali Batu,Gali Batu,55_to_59,0.0,2018
Gali Batu,Gali Batu,60_to_64,0.0,2018
Gali Batu,Gali Batu,65_to_69,0.0,2018
Gali Batu,Gali Batu,70_to_74,0.0,2018
Gali Batu,Gali Batu,75_to_79,0.0,2018
Gali Batu,Gali Batu,80_to_84,0.0,2018
Gali Batu,Gali Batu,85_and_over,0.0,2018
Kranji,Kranji,0_to_4,0.0,2018
Kranji,Kranji,5_to_9,0.0,2018
Kranji,Kranji,10_to_14,0.0,2018
Kranji,Kranji,15_to_19,0.0,2018
Kranji,Kranji,20_to_24,0.0,2018
Kranji,Kranji,25_to_29,0.0,2018
Kranji,Kranji,30_to_34,0.0,2018
Kranji,Kranji,35_to_39,0.0,2018
Kranji,Kranji,40_to_44,0.0,2018
Kranji,Kranji,45_to_49,0.0,2018
Kranji,Kranji,50_to_54,0.0,2018
Kranji,Kranji,55_to_59,0.0,2018
Kranji,Kranji,60_to_64,0.0,2018
Kranji,Kranji,65_to_69,0.0,2018
Kranji,Kranji,70_to_74,0.0,2018
Kranji,Kranji,75_to_79,0.0,2018
Kranji,Kranji,80_to_84,0.0,2018
Kranji,Kranji,85_and_over,0.0,2018
Pang Sua,Pang Sua,0_to_4,0.0,2018
Pang Sua,Pang Sua,5_to_9,0.0,2018
Pang Sua,Pang Sua,10_to_14,0.0,2018
Pang Sua,Pang Sua,15_to_19,0.0,2018
Pang Sua,Pang Sua,20_to_24,0.0,2018
Pang Sua,Pang Sua,25_to_29,0.0,2018
Pang Sua,Pang Sua,30_to_34,0.0,2018
Pang Sua,Pang Sua,35_to_39,0.0,2018
Pang Sua,Pang Sua,40_to_44,0.0,2018
Pang Sua,Pang Sua,45_to_49,0.0,2018
Pang Sua,Pang Sua,50_to_54,0.0,2018
Pang Sua,Pang Sua,55_to_59,0.0,2018
Pang Sua,Pang Sua,60_to_64,0.0,2018
Pang Sua,Pang Sua,65_to_69,0.0,2018
Pang Sua,Pang Sua,70_to_74,0.0,2018
Pang Sua,Pang Sua,75_to_79,0.0,2018
Pang Sua,Pang Sua,80_to_84,0.0,2018
Pang Sua,Pang Sua,85_and_over,0.0,2018
Reservoir View,Reservoir View,0_to_4,0.0,2018
Reservoir View,Reservoir View,5_to_9,0.0,2018
Reservoir View,Reservoir View,10_to_14,0.0,2018
Reservoir View,Reservoir View,15_to_19,0.0,2018
Reservoir View,Reservoir View,20_to_24,0.0,2018
Reservoir View,Reservoir View,25_to_29,0.0,2018
Reservoir View,Reservoir View,30_to_34,0.0,2018
Reservoir View,Reservoir View,35_to_39,0.0,2018
Reservoir View,Reservoir View,40_to_44,0.0,2018
Reservoir View,Reservoir View,45_to_49,0.0,2018
Reservoir View,Reservoir View,50_to_54,0.0,2018
Reservoir View,Reservoir View,55_to_59,0.0,2018
Reservoir View,Reservoir View,60_to_64,0.0,2018
Reservoir View,Reservoir View,65_to_69,0.0,2018
Reservoir View,Reservoir View,70_to_74,0.0,2018
Reservoir View,Reservoir View,75_to_79,0.0,2018
Reservoir View,Reservoir View,80_to_84,0.0,2018
Reservoir View,Reservoir View,85_and_over,0.0,2018
Turf Club,Turf Club,0_to_4,20.0,2018
Turf Club,Turf Club,5_to_9,30.0,2018
Turf Club,Turf Club,10_to_14,30.0,2018
Turf Club,Turf Club,15_to_19,30.0,2018
Turf Club,Turf Club,20_to_24,50.0,2018
Turf Club,Turf Club,25_to_29,50.0,2018
Turf Club,Turf Club,30_to_34,40.0,2018
Turf Club,Turf Club,35_to_39,40.0,2018
Turf Club,Turf Club,40_to_44,40.0,2018
Turf Club,Turf Club,45_to_49,50.0,2018
Turf Club,Turf Club,50_to_54,50.0,2018
Turf Club,Turf Club,55_to_59,50.0,2018
Turf Club,Turf Club,60_to_64,50.0,2018
Turf Club,Turf Club,65_to_69,40.0,2018
Turf Club,Turf Club,70_to_74,40.0,2018
Turf Club,Turf Club,75_to_79,20.0,2018
Turf Club,Turf Club,80_to_84,30.0,2018
Turf Club,Turf Club,85_and_over,20.0,2018
Simei,Simei,0_to_4,1360.0,2018
Simei,Simei,5_to_9,1710.0,2018
Simei,Simei,10_to_14,1960.0,2018
Simei,Simei,15_to_19,2120.0,2018
Simei,Simei,20_to_24,2660.0,2018
Simei,Simei,25_to_29,3210.0,2018
Simei,Simei,30_to_34,2540.0,2018
Simei,Simei,35_to_39,2650.0,2018
Simei,Simei,40_to_44,2850.0,2018
Simei,Simei,45_to_49,2990.0,2018
Simei,Simei,50_to_54,2950.0,2018
Simei,Simei,55_to_59,3360.0,2018
Simei,Simei,60_to_64,3190.0,2018
Simei,Simei,65_to_69,2450.0,2018
Simei,Simei,70_to_74,1660.0,2018
Simei,Simei,75_to_79,720.0,2018
Simei,Simei,80_to_84,560.0,2018
Simei,Simei,85_and_over,510.0,2018
Tampines East,Tampines East,0_to_4,5390.0,2018
Tampines East,Tampines East,5_to_9,5400.0,2018
Tampines East,Tampines East,10_to_14,5910.0,2018
Tampines East,Tampines East,15_to_19,6680.0,2018
Tampines East,Tampines East,20_to_24,9230.0,2018
Tampines East,Tampines East,25_to_29,11060.0,2018
Tampines East,Tampines East,30_to_34,9400.0,2018
Tampines East,Tampines East,35_to_39,8850.0,2018
Tampines East,Tampines East,40_to_44,8150.0,2018
Tampines East,Tampines East,45_to_49,8350.0,2018
Tampines East,Tampines East,50_to_54,9710.0,2018
Tampines East,Tampines East,55_to_59,11350.0,2018
Tampines East,Tampines East,60_to_64,11330.0,2018
Tampines East,Tampines East,65_to_69,8630.0,2018
Tampines East,Tampines East,70_to_74,5510.0,2018
Tampines East,Tampines East,75_to_79,2570.0,2018
Tampines East,Tampines East,80_to_84,1870.0,2018
Tampines East,Tampines East,85_and_over,1620.0,2018
Tampines North,Tampines North,0_to_4,1150.0,2018
Tampines North,Tampines North,5_to_9,530.0,2018
Tampines North,Tampines North,10_to_14,260.0,2018
Tampines North,Tampines North,15_to_19,240.0,2018
Tampines North,Tampines North,20_to_24,200.0,2018
Tampines North,Tampines North,25_to_29,1060.0,2018
Tampines North,Tampines North,30_to_34,1620.0,2018
Tampines North,Tampines North,35_to_39,730.0,2018
Tampines North,Tampines North,40_to_44,440.0,2018
Tampines North,Tampines North,45_to_49,290.0,2018
Tampines North,Tampines North,50_to_54,300.0,2018
Tampines North,Tampines North,55_to_59,240.0,2018
Tampines North,Tampines North,60_to_64,260.0,2018
Tampines North,Tampines North,65_to_69,250.0,2018
Tampines North,Tampines North,70_to_74,220.0,2018
Tampines North,Tampines North,75_to_79,80.0,2018
Tampines North,Tampines North,80_to_84,80.0,2018
Tampines North,Tampines North,85_and_over,110.0,2018
Tampines West,Tampines West,0_to_4,3790.0,2018
Tampines West,Tampines West,5_to_9,3780.0,2018
Tampines West,Tampines West,10_to_14,3800.0,2018
Tampines West,Tampines West,15_to_19,4150.0,2018
Tampines West,Tampines West,20_to_24,5340.0,2018
Tampines West,Tampines West,25_to_29,6340.0,2018
Tampines West,Tampines West,30_to_34,6320.0,2018
Tampines West,Tampines West,35_to_39,5820.0,2018
Tampines West,Tampines West,40_to_44,5360.0,2018
Tampines West,Tampines West,45_to_49,5320.0,2018
Tampines West,Tampines West,50_to_54,5640.0,2018
Tampines West,Tampines West,55_to_59,6390.0,2018
Tampines West,Tampines West,60_to_64,6410.0,2018
Tampines West,Tampines West,65_to_69,4930.0,2018
Tampines West,Tampines West,70_to_74,3090.0,2018
Tampines West,Tampines West,75_to_79,1420.0,2018
Tampines West,Tampines West,80_to_84,970.0,2018
Tampines West,Tampines West,85_and_over,810.0,2018
Xilin,Xilin,0_to_4,40.0,2018
Xilin,Xilin,5_to_9,70.0,2018
Xilin,Xilin,10_to_14,70.0,2018
Xilin,Xilin,15_to_19,100.0,2018
Xilin,Xilin,20_to_24,160.0,2018
Xilin,Xilin,25_to_29,170.0,2018
Xilin,Xilin,30_to_34,120.0,2018
Xilin,Xilin,35_to_39,70.0,2018
Xilin,Xilin,40_to_44,80.0,2018
Xilin,Xilin,45_to_49,110.0,2018
Xilin,Xilin,50_to_54,130.0,2018
Xilin,Xilin,55_to_59,230.0,2018
Xilin,Xilin,60_to_64,180.0,2018
Xilin,Xilin,65_to_69,110.0,2018
Xilin,Xilin,70_to_74,60.0,2018
Xilin,Xilin,75_to_79,20.0,2018
Xilin,Xilin,80_to_84,20.0,2018
Xilin,Xilin,85_and_over,10.0,2018
Chatsworth,Chatsworth,0_to_4,340.0,2018
Chatsworth,Chatsworth,5_to_9,440.0,2018
Chatsworth,Chatsworth,10_to_14,410.0,2018
Chatsworth,Chatsworth,15_to_19,310.0,2018
Chatsworth,Chatsworth,20_to_24,270.0,2018
Chatsworth,Chatsworth,25_to_29,290.0,2018
Chatsworth,Chatsworth,30_to_34,420.0,2018
Chatsworth,Chatsworth,35_to_39,610.0,2018
Chatsworth,Chatsworth,40_to_44,720.0,2018
Chatsworth,Chatsworth,45_to_49,780.0,2018
Chatsworth,Chatsworth,50_to_54,600.0,2018
Chatsworth,Chatsworth,55_to_59,420.0,2018
Chatsworth,Chatsworth,60_to_64,350.0,2018
Chatsworth,Chatsworth,65_to_69,310.0,2018
Chatsworth,Chatsworth,70_to_74,280.0,2018
Chatsworth,Chatsworth,75_to_79,170.0,2018
Chatsworth,Chatsworth,80_to_84,90.0,2018
Chatsworth,Chatsworth,85_and_over,80.0,2018
Nassim,Nassim,0_to_4,500.0,2018
Nassim,Nassim,5_to_9,810.0,2018
Nassim,Nassim,10_to_14,630.0,2018
Nassim,Nassim,15_to_19,540.0,2018
Nassim,Nassim,20_to_24,440.0,2018
Nassim,Nassim,25_to_29,430.0,2018
Nassim,Nassim,30_to_34,480.0,2018
Nassim,Nassim,35_to_39,680.0,2018
Nassim,Nassim,40_to_44,860.0,2018
Nassim,Nassim,45_to_49,940.0,2018
Nassim,Nassim,50_to_54,710.0,2018
Nassim,Nassim,55_to_59,620.0,2018
Nassim,Nassim,60_to_64,540.0,2018
Nassim,Nassim,65_to_69,470.0,2018
Nassim,Nassim,70_to_74,400.0,2018
Nassim,Nassim,75_to_79,200.0,2018
Nassim,Nassim,80_to_84,140.0,2018
Nassim,Nassim,85_and_over,150.0,2018
Ridout,Ridout,0_to_4,80.0,2018
Ridout,Ridout,5_to_9,100.0,2018
Ridout,Ridout,10_to_14,80.0,2018
Ridout,Ridout,15_to_19,70.0,2018
Ridout,Ridout,20_to_24,70.0,2018
Ridout,Ridout,25_to_29,80.0,2018
Ridout,Ridout,30_to_34,90.0,2018
Ridout,Ridout,35_to_39,100.0,2018
Ridout,Ridout,40_to_44,120.0,2018
Ridout,Ridout,45_to_49,120.0,2018
Ridout,Ridout,50_to_54,120.0,2018
Ridout,Ridout,55_to_59,110.0,2018
Ridout,Ridout,60_to_64,100.0,2018
Ridout,Ridout,65_to_69,90.0,2018
Ridout,Ridout,70_to_74,80.0,2018
Ridout,Ridout,75_to_79,40.0,2018
Ridout,Ridout,80_to_84,30.0,2018
Ridout,Ridout,85_and_over,40.0,2018
Tyersall,Tyersall,0_to_4,160.0,2018
Tyersall,Tyersall,5_to_9,240.0,2018
Tyersall,Tyersall,10_to_14,250.0,2018
Tyersall,Tyersall,15_to_19,190.0,2018
Tyersall,Tyersall,20_to_24,210.0,2018
Tyersall,Tyersall,25_to_29,210.0,2018
Tyersall,Tyersall,30_to_34,220.0,2018
Tyersall,Tyersall,35_to_39,230.0,2018
Tyersall,Tyersall,40_to_44,300.0,2018
Tyersall,Tyersall,45_to_49,360.0,2018
Tyersall,Tyersall,50_to_54,330.0,2018
Tyersall,Tyersall,55_to_59,290.0,2018
Tyersall,Tyersall,60_to_64,260.0,2018
Tyersall,Tyersall,65_to_69,220.0,2018
Tyersall,Tyersall,70_to_74,160.0,2018
Tyersall,Tyersall,75_to_79,110.0,2018
Tyersall,Tyersall,80_to_84,80.0,2018
Tyersall,Tyersall,85_and_over,80.0,2018
Brickland,Brickland,0_to_4,0.0,2018
Brickland,Brickland,5_to_9,0.0,2018
Brickland,Brickland,10_to_14,0.0,2018
Brickland,Brickland,15_to_19,0.0,2018
Brickland,Brickland,20_to_24,0.0,2018
Brickland,Brickland,25_to_29,0.0,2018
Brickland,Brickland,30_to_34,0.0,2018
Brickland,Brickland,35_to_39,0.0,2018
Brickland,Brickland,40_to_44,0.0,2018
Brickland,Brickland,45_to_49,0.0,2018
Brickland,Brickland,50_to_54,0.0,2018
Brickland,Brickland,55_to_59,0.0,2018
Brickland,Brickland,60_to_64,0.0,2018
Brickland,Brickland,65_to_69,0.0,2018
Brickland,Brickland,70_to_74,0.0,2018
Brickland,Brickland,75_to_79,0.0,2018
Brickland,Brickland,80_to_84,0.0,2018
Brickland,Brickland,85_and_over,0.0,2018
Forest Hill,Forest Hill,0_to_4,0.0,2018
Forest Hill,Forest Hill,5_to_9,0.0,2018
Forest Hill,Forest Hill,10_to_14,0.0,2018
Forest Hill,Forest Hill,15_to_19,0.0,2018
Forest Hill,Forest Hill,20_to_24,0.0,2018
Forest Hill,Forest Hill,25_to_29,0.0,2018
Forest Hill,Forest Hill,30_to_34,0.0,2018
Forest Hill,Forest Hill,35_to_39,0.0,2018
Forest Hill,Forest Hill,40_to_44,0.0,2018
Forest Hill,Forest Hill,45_to_49,0.0,2018
Forest Hill,Forest Hill,50_to_54,0.0,2018
Forest Hill,Forest Hill,55_to_59,0.0,2018
Forest Hill,Forest Hill,60_to_64,0.0,2018
Forest Hill,Forest Hill,65_to_69,0.0,2018
Forest Hill,Forest Hill,70_to_74,0.0,2018
Forest Hill,Forest Hill,75_to_79,0.0,2018
Forest Hill,Forest Hill,80_to_84,0.0,2018
Forest Hill,Forest Hill,85_and_over,0.0,2018
Garden,Garden,0_to_4,0.0,2018
Garden,Garden,5_to_9,0.0,2018
Garden,Garden,10_to_14,0.0,2018
Garden,Garden,15_to_19,0.0,2018
Garden,Garden,20_to_24,0.0,2018
Garden,Garden,25_to_29,0.0,2018
Garden,Garden,30_to_34,0.0,2018
Garden,Garden,35_to_39,0.0,2018
Garden,Garden,40_to_44,0.0,2018
Garden,Garden,45_to_49,0.0,2018
Garden,Garden,50_to_54,0.0,2018
Garden,Garden,55_to_59,0.0,2018
Garden,Garden,60_to_64,0.0,2018
Garden,Garden,65_to_69,0.0,2018
Garden,Garden,70_to_74,0.0,2018
Garden,Garden,75_to_79,0.0,2018
Garden,Garden,80_to_84,0.0,2018
Garden,Garden,85_and_over,0.0,2018
Park,Park,0_to_4,0.0,2018
Park,Park,5_to_9,0.0,2018
Park,Park,10_to_14,0.0,2018
Park,Park,15_to_19,0.0,2018
Park,Park,20_to_24,0.0,2018
Park,Park,25_to_29,0.0,2018
Park,Park,30_to_34,0.0,2018
Park,Park,35_to_39,0.0,2018
Park,Park,40_to_44,0.0,2018
Park,Park,45_to_49,0.0,2018
Park,Park,50_to_54,0.0,2018
Park,Park,55_to_59,0.0,2018
Park,Park,60_to_64,0.0,2018
Park,Park,65_to_69,0.0,2018
Park,Park,70_to_74,0.0,2018
Park,Park,75_to_79,0.0,2018
Park,Park,80_to_84,0.0,2018
Park,Park,85_and_over,0.0,2018
Plantation,Plantation,0_to_4,0.0,2018
Plantation,Plantation,5_to_9,0.0,2018
Plantation,Plantation,10_to_14,0.0,2018
Plantation,Plantation,15_to_19,0.0,2018
Plantation,Plantation,20_to_24,0.0,2018
Plantation,Plantation,25_to_29,0.0,2018
Plantation,Plantation,30_to_34,0.0,2018
Plantation,Plantation,35_to_39,0.0,2018
Plantation,Plantation,40_to_44,0.0,2018
Plantation,Plantation,45_to_49,0.0,2018
Plantation,Plantation,50_to_54,0.0,2018
Plantation,Plantation,55_to_59,0.0,2018
Plantation,Plantation,60_to_64,0.0,2018
Plantation,Plantation,65_to_69,0.0,2018
Plantation,Plantation,70_to_74,0.0,2018
Plantation,Plantation,75_to_79,0.0,2018
Plantation,Plantation,80_to_84,0.0,2018
Plantation,Plantation,85_and_over,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,0_to_4,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,5_to_9,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,10_to_14,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,15_to_19,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,20_to_24,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,25_to_29,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,30_to_34,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,35_to_39,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,40_to_44,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,45_to_49,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,50_to_54,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,55_to_59,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,60_to_64,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,65_to_69,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,70_to_74,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,75_to_79,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,80_to_84,0.0,2018
Tengah Industrial Estate,Tengah Industrial Estate,85_and_over,0.0,2018
Bidadari,Bidadari,0_to_4,0.0,2018
Bidadari,Bidadari,5_to_9,0.0,2018
Bidadari,Bidadari,10_to_14,0.0,2018
Bidadari,Bidadari,15_to_19,0.0,2018
Bidadari,Bidadari,20_to_24,0.0,2018
Bidadari,Bidadari,25_to_29,0.0,2018
Bidadari,Bidadari,30_to_34,0.0,2018
Bidadari,Bidadari,35_to_39,0.0,2018
Bidadari,Bidadari,40_to_44,0.0,2018
Bidadari,Bidadari,45_to_49,0.0,2018
Bidadari,Bidadari,50_to_54,0.0,2018
Bidadari,Bidadari,55_to_59,0.0,2018
Bidadari,Bidadari,60_to_64,0.0,2018
Bidadari,Bidadari,65_to_69,0.0,2018
Bidadari,Bidadari,70_to_74,0.0,2018
Bidadari,Bidadari,75_to_79,0.0,2018
Bidadari,Bidadari,80_to_84,0.0,2018
Bidadari,Bidadari,85_and_over,0.0,2018
Boon Teck,Boon Teck,0_to_4,580.0,2018
Boon Teck,Boon Teck,5_to_9,570.0,2018
Boon Teck,Boon Teck,10_to_14,570.0,2018
Boon Teck,Boon Teck,15_to_19,660.0,2018
Boon Teck,Boon Teck,20_to_24,770.0,2018
Boon Teck,Boon Teck,25_to_29,1000.0,2018
Boon Teck,Boon Teck,30_to_34,1080.0,2018
Boon Teck,Boon Teck,35_to_39,860.0,2018
Boon Teck,Boon Teck,40_to_44,780.0,2018
Boon Teck,Boon Teck,45_to_49,1010.0,2018
Boon Teck,Boon Teck,50_to_54,1030.0,2018
Boon Teck,Boon Teck,55_to_59,1170.0,2018
Boon Teck,Boon Teck,60_to_64,1190.0,2018
Boon Teck,Boon Teck,65_to_69,980.0,2018
Boon Teck,Boon Teck,70_to_74,830.0,2018
Boon Teck,Boon Teck,75_to_79,600.0,2018
Boon Teck,Boon Teck,80_to_84,530.0,2018
Boon Teck,Boon Teck,85_and_over,470.0,2018
Braddell,Braddell,0_to_4,310.0,2018
Braddell,Braddell,5_to_9,430.0,2018
Braddell,Braddell,10_to_14,470.0,2018
Braddell,Braddell,15_to_19,460.0,2018
Braddell,Braddell,20_to_24,560.0,2018
Braddell,Braddell,25_to_29,700.0,2018
Braddell,Braddell,30_to_34,580.0,2018
Braddell,Braddell,35_to_39,590.0,2018
Braddell,Braddell,40_to_44,670.0,2018
Braddell,Braddell,45_to_49,730.0,2018
Braddell,Braddell,50_to_54,720.0,2018
Braddell,Braddell,55_to_59,740.0,2018
Braddell,Braddell,60_to_64,740.0,2018
Braddell,Braddell,65_to_69,650.0,2018
Braddell,Braddell,70_to_74,530.0,2018
Braddell,Braddell,75_to_79,360.0,2018
Braddell,Braddell,80_to_84,310.0,2018
Braddell,Braddell,85_and_over,270.0,2018
Joo Seng,Joo Seng,0_to_4,360.0,2018
Joo Seng,Joo Seng,5_to_9,370.0,2018
Joo Seng,Joo Seng,10_to_14,410.0,2018
Joo Seng,Joo Seng,15_to_19,340.0,2018
Joo Seng,Joo Seng,20_to_24,390.0,2018
Joo Seng,Joo Seng,25_to_29,550.0,2018
Joo Seng,Joo Seng,30_to_34,700.0,2018
Joo Seng,Joo Seng,35_to_39,650.0,2018
Joo Seng,Joo Seng,40_to_44,640.0,2018
Joo Seng,Joo Seng,45_to_49,660.0,2018
Joo Seng,Joo Seng,50_to_54,550.0,2018
Joo Seng,Joo Seng,55_to_59,560.0,2018
Joo Seng,Joo Seng,60_to_64,530.0,2018
Joo Seng,Joo Seng,65_to_69,480.0,2018
Joo Seng,Joo Seng,70_to_74,400.0,2018
Joo Seng,Joo Seng,75_to_79,220.0,2018
Joo Seng,Joo Seng,80_to_84,180.0,2018
Joo Seng,Joo Seng,85_and_over,170.0,2018
Kim Keat,Kim Keat,0_to_4,200.0,2018
Kim Keat,Kim Keat,5_to_9,240.0,2018
Kim Keat,Kim Keat,10_to_14,300.0,2018
Kim Keat,Kim Keat,15_to_19,310.0,2018
Kim Keat,Kim Keat,20_to_24,440.0,2018
Kim Keat,Kim Keat,25_to_29,630.0,2018
Kim Keat,Kim Keat,30_to_34,520.0,2018
Kim Keat,Kim Keat,35_to_39,440.0,2018
Kim Keat,Kim Keat,40_to_44,510.0,2018
Kim Keat,Kim Keat,45_to_49,580.0,2018
Kim Keat,Kim Keat,50_to_54,560.0,2018
Kim Keat,Kim Keat,55_to_59,640.0,2018
Kim Keat,Kim Keat,60_to_64,780.0,2018
Kim Keat,Kim Keat,65_to_69,600.0,2018
Kim Keat,Kim Keat,70_to_74,510.0,2018
Kim Keat,Kim Keat,75_to_79,300.0,2018
Kim Keat,Kim Keat,80_to_84,230.0,2018
Kim Keat,Kim Keat,85_and_over,180.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,0_to_4,140.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,5_to_9,200.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,10_to_14,240.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,15_to_19,310.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,20_to_24,410.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,25_to_29,500.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,30_to_34,380.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,35_to_39,370.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,40_to_44,430.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,45_to_49,530.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,50_to_54,550.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,55_to_59,610.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,60_to_64,620.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,65_to_69,530.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,70_to_74,480.0,2018
Lorong 8 Toa Payoh,Lorong 8 Toa Payoh,75_to_79,350.0,2018
