PA,SZ,AG,Population,Year
Marina Centre,Marina Centre,30_to_34,0.0,2018
Marina Centre,Marina Centre,35_to_39,0.0,2018
Marina Centre,Marina Centre,40_to_44,0.0,2018
Marina Centre,Marina Centre,45_to_49,0.0,2018
Marina Centre,Marina Centre,50_to_54,0.0,2018
Marina Centre,Marina Centre,55_to_59,0.0,2018
Marina Centre,Marina Centre,60_to_64,0.0,2018
Marina Centre,Marina Centre,65_to_69,0.0,2018
Marina Centre,Marina Centre,70_to_74,0.0,2018
Marina Centre,Marina Centre,75_to_79,0.0,2018
Marina Centre,Marina Centre,80_to_84,0.0,2018
Marina Centre,Marina Centre,85_and_over,0.0,2018
Maxwell,Maxwell,0_to_4,0.0,2018
Maxwell,Maxwell,5_to_9,0.0,2018
Maxwell,Maxwell,10_to_14,0.0,2018
Maxwell,Maxwell,15_to_19,0.0,2018
Maxwell,Maxwell,20_to_24,0.0,2018
Maxwell,Maxwell,25_to_29,0.0,2018
Maxwell,Maxwell,30_to_34,0.0,2018
Maxwell,Maxwell,35_to_39,0.0,2018
Maxwell,Maxwell,40_to_44,0.0,2018
Maxwell,Maxwell,45_to_49,0.0,2018
Maxwell,Maxwell,50_to_54,0.0,2018
Maxwell,Maxwell,55_to_59,0.0,2018
Maxwell,Maxwell,60_to_64,0.0,2018
Maxwell,Maxwell,65_to_69,0.0,2018
Maxwell,Maxwell,70_to_74,0.0,2018
Maxwell,Maxwell,75_to_79,0.0,2018
Maxwell,Maxwell,80_to_84,0.0,2018
Maxwell,Maxwell,85_and_over,0.0,2018
Nicoll,Nicoll,0_to_4,10.0,2018
Nicoll,Nicoll,5_to_9,10.0,2018
Nicoll,Nicoll,10_to_14,10.0,2018
Nicoll,Nicoll,15_to_19,10.0,2018
Nicoll,Nicoll,20_to_24,10.0,2018
Nicoll,Nicoll,25_to_29,30.0,2018
Nicoll,Nicoll,30_to_34,20.0,2018
Nicoll,Nicoll,35_to_39,20.0,2018
Nicoll,Nicoll,40_to_44,30.0,2018
Nicoll,Nicoll,45_to_49,20.0,2018
Nicoll,Nicoll,50_to_54,30.0,2018
Nicoll,Nicoll,55_to_59,30.0,2018
Nicoll,Nicoll,60_to_64,30.0,2018
Nicoll,Nicoll,65_to_69,10.0,2018
Nicoll,Nicoll,70_to_74,20.0,2018
Nicoll,Nicoll,75_to_79,0.0,2018
Nicoll,Nicoll,80_to_84,0.0,2018
Nicoll,Nicoll,85_and_over,0.0,2018
Phillip,Phillip,0_to_4,0.0,2018
Phillip,Phillip,5_to_9,0.0,2018
Phillip,Phillip,10_to_14,0.0,2018
Phillip,Phillip,15_to_19,0.0,2018
Phillip,Phillip,20_to_24,0.0,2018
Phillip,Phillip,25_to_29,0.0,2018
Phillip,Phillip,30_to_34,0.0,2018
Phillip,Phillip,35_to_39,0.0,2018
Phillip,Phillip,40_to_44,0.0,2018
Phillip,Phillip,45_to_49,0.0,2018
Phillip,Phillip,50_to_54,0.0,2018
Phillip,Phillip,55_to_59,0.0,2018
Phillip,Phillip,60_to_64,0.0,2018
Phillip,Phillip,65_to_69,0.0,2018
Phillip,Phillip,70_to_74,0.0,2018
Phillip,Phillip,75_to_79,0.0,2018
Phillip,Phillip,80_to_84,0.0,2018
Phillip,Phillip,85_and_over,0.0,2018
Raffles Place,Raffles Place,0_to_4,0.0,2018
Raffles Place,Raffles Place,5_to_9,0.0,2018
Raffles Place,Raffles Place,10_to_14,0.0,2018
Raffles Place,Raffles Place,15_to_19,0.0,2018
Raffles Place,Raffles Place,20_to_24,0.0,2018
Raffles Place,Raffles Place,25_to_29,0.0,2018
Raffles Place,Raffles Place,30_to_34,0.0,2018
Raffles Place,Raffles Place,35_to_39,0.0,2018
Raffles Place,Raffles Place,40_to_44,0.0,2018
Raffles Place,Raffles Place,45_to_49,0.0,2018
Raffles Place,Raffles Place,50_to_54,0.0,2018
Raffles Place,Raffles Place,55_to_59,0.0,2018
Raffles Place,Raffles Place,60_to_64,0.0,2018
Raffles Place,Raffles Place,65_to_69,0.0,2018
Raffles Place,Raffles Place,70_to_74,0.0,2018
Raffles Place,Raffles Place,75_to_79,0.0,2018
Raffles Place,Raffles Place,80_to_84,0.0,2018
Raffles Place,Raffles Place,85_and_over,0.0,2018
Tanjong Pagar,Tanjong Pagar,0_to_4,20.0,2018
Tanjong Pagar,Tanjong Pagar,5_to_9,20.0,2018
Tanjong Pagar,Tanjong Pagar,10_to_14,10.0,2018
Tanjong Pagar,Tanjong Pagar,15_to_19,10.0,2018
Tanjong Pagar,Tanjong Pagar,20_to_24,20.0,2018
Tanjong Pagar,Tanjong Pagar,25_to_29,50.0,2018
Tanjong Pagar,Tanjong Pagar,30_to_34,100.0,2018
Tanjong Pagar,Tanjong Pagar,35_to_39,100.0,2018
Tanjong Pagar,Tanjong Pagar,40_to_44,80.0,2018
Tanjong Pagar,Tanjong Pagar,45_to_49,70.0,2018
Tanjong Pagar,Tanjong Pagar,50_to_54,40.0,2018
Tanjong Pagar,Tanjong Pagar,55_to_59,50.0,2018
Tanjong Pagar,Tanjong Pagar,60_to_64,30.0,2018
Tanjong Pagar,Tanjong Pagar,65_to_69,20.0,2018
Tanjong Pagar,Tanjong Pagar,70_to_74,20.0,2018
Tanjong Pagar,Tanjong Pagar,75_to_79,10.0,2018
Tanjong Pagar,Tanjong Pagar,80_to_84,10.0,2018
Tanjong Pagar,Tanjong Pagar,85_and_over,30.0,2018
Aljunied,Aljunied,0_to_4,1250.0,2018
Aljunied,Aljunied,5_to_9,1500.0,2018
Aljunied,Aljunied,10_to_14,1730.0,2018
Aljunied,Aljunied,15_to_19,1670.0,2018
Aljunied,Aljunied,20_to_24,1920.0,2018
Aljunied,Aljunied,25_to_29,2840.0,2018
Aljunied,Aljunied,30_to_34,3000.0,2018
Aljunied,Aljunied,35_to_39,2960.0,2018
Aljunied,Aljunied,40_to_44,2980.0,2018
Aljunied,Aljunied,45_to_49,3260.0,2018
Aljunied,Aljunied,50_to_54,2860.0,2018
Aljunied,Aljunied,55_to_59,3070.0,2018
Aljunied,Aljunied,60_to_64,3120.0,2018
Aljunied,Aljunied,65_to_69,2620.0,2018
Aljunied,Aljunied,70_to_74,2080.0,2018
Aljunied,Aljunied,75_to_79,1170.0,2018
Aljunied,Aljunied,80_to_84,980.0,2018
Aljunied,Aljunied,85_and_over,970.0,2018
Geylang East,Geylang East,0_to_4,1100.0,2018
Geylang East,Geylang East,5_to_9,1310.0,2018
Geylang East,Geylang East,10_to_14,1440.0,2018
Geylang East,Geylang East,15_to_19,1340.0,2018
Geylang East,Geylang East,20_to_24,1560.0,2018
Geylang East,Geylang East,25_to_29,2050.0,2018
Geylang East,Geylang East,30_to_34,2000.0,2018
Geylang East,Geylang East,35_to_39,2160.0,2018
Geylang East,Geylang East,40_to_44,2350.0,2018
Geylang East,Geylang East,45_to_49,2320.0,2018
Geylang East,Geylang East,50_to_54,2050.0,2018
Geylang East,Geylang East,55_to_59,2110.0,2018
Geylang East,Geylang East,60_to_64,2230.0,2018
Geylang East,Geylang East,65_to_69,1960.0,2018
Geylang East,Geylang East,70_to_74,1750.0,2018
Geylang East,Geylang East,75_to_79,900.0,2018
Geylang East,Geylang East,80_to_84,680.0,2018
Geylang East,Geylang East,85_and_over,620.0,2018
Kallang Way,Kallang Way,0_to_4,0.0,2018
Kallang Way,Kallang Way,5_to_9,0.0,2018
Kallang Way,Kallang Way,10_to_14,0.0,2018
Kallang Way,Kallang Way,15_to_19,0.0,2018
Kallang Way,Kallang Way,20_to_24,0.0,2018
Kallang Way,Kallang Way,25_to_29,0.0,2018
Kallang Way,Kallang Way,30_to_34,0.0,2018
Kallang Way,Kallang Way,35_to_39,0.0,2018
Kallang Way,Kallang Way,40_to_44,0.0,2018
Kallang Way,Kallang Way,45_to_49,0.0,2018
Kallang Way,Kallang Way,50_to_54,0.0,2018
Kallang Way,Kallang Way,55_to_59,0.0,2018
Kallang Way,Kallang Way,60_to_64,0.0,2018
Kallang Way,Kallang Way,65_to_69,0.0,2018
Kallang Way,Kallang Way,70_to_74,0.0,2018
Kallang Way,Kallang Way,75_to_79,0.0,2018
Kallang Way,Kallang Way,80_to_84,0.0,2018
Kallang Way,Kallang Way,85_and_over,0.0,2018
Kampong Ubi,Kampong Ubi,0_to_4,400.0,2018
Kampong Ubi,Kampong Ubi,5_to_9,460.0,2018
Kampong Ubi,Kampong Ubi,10_to_14,520.0,2018
Kampong Ubi,Kampong Ubi,15_to_19,560.0,2018
Kampong Ubi,Kampong Ubi,20_to_24,750.0,2018
Kampong Ubi,Kampong Ubi,25_to_29,1040.0,2018
Kampong Ubi,Kampong Ubi,30_to_34,1010.0,2018
Kampong Ubi,Kampong Ubi,35_to_39,800.0,2018
Kampong Ubi,Kampong Ubi,40_to_44,800.0,2018
Kampong Ubi,Kampong Ubi,45_to_49,750.0,2018
Kampong Ubi,Kampong Ubi,50_to_54,750.0,2018
Kampong Ubi,Kampong Ubi,55_to_59,1010.0,2018
Kampong Ubi,Kampong Ubi,60_to_64,1100.0,2018
Kampong Ubi,Kampong Ubi,65_to_69,840.0,2018
Kampong Ubi,Kampong Ubi,70_to_74,520.0,2018
Kampong Ubi,Kampong Ubi,75_to_79,260.0,2018
Kampong Ubi,Kampong Ubi,80_to_84,130.0,2018
Kampong Ubi,Kampong Ubi,85_and_over,100.0,2018
Macpherson,Macpherson,0_to_4,1210.0,2018
Macpherson,Macpherson,5_to_9,1000.0,2018
Macpherson,Macpherson,10_to_14,1110.0,2018
Macpherson,Macpherson,15_to_19,1270.0,2018
Macpherson,Macpherson,20_to_24,1530.0,2018
Macpherson,Macpherson,25_to_29,2010.0,2018
Macpherson,Macpherson,30_to_34,2270.0,2018
Macpherson,Macpherson,35_to_39,1880.0,2018
Macpherson,Macpherson,40_to_44,1710.0,2018
Macpherson,Macpherson,45_to_49,1860.0,2018
Macpherson,Macpherson,50_to_54,2190.0,2018
Macpherson,Macpherson,55_to_59,2410.0,2018
Macpherson,Macpherson,60_to_64,2340.0,2018
Macpherson,Macpherson,65_to_69,1870.0,2018
Macpherson,Macpherson,70_to_74,1340.0,2018
Macpherson,Macpherson,75_to_79,900.0,2018
Macpherson,Macpherson,80_to_84,780.0,2018
Macpherson,Macpherson,85_and_over,700.0,2018
Defu Industrial Park,Defu Industrial Park,0_to_4,0.0,2018
Defu Industrial Park,Defu Industrial Park,5_to_9,0.0,2018
Defu Industrial Park,Defu Industrial Park,10_to_14,0.0,2018
Defu Industrial Park,Defu Industrial Park,15_to_19,0.0,2018
Defu Industrial Park,Defu Industrial Park,20_to_24,0.0,2018
Defu Industrial Park,Defu Industrial Park,25_to_29,0.0,2018
Defu Industrial Park,Defu Industrial Park,30_to_34,0.0,2018
Defu Industrial Park,Defu Industrial Park,35_to_39,0.0,2018
Defu Industrial Park,Defu Industrial Park,40_to_44,0.0,2018
Defu Industrial Park,Defu Industrial Park,45_to_49,0.0,2018
Defu Industrial Park,Defu Industrial Park,50_to_54,0.0,2018
Defu Industrial Park,Defu Industrial Park,55_to_59,0.0,2018
Defu Industrial Park,Defu Industrial Park,60_to_64,0.0,2018
Defu Industrial Park,Defu Industrial Park,65_to_69,0.0,2018
Defu Industrial Park,Defu Industrial Park,70_to_74,0.0,2018
Defu Industrial Park,Defu Industrial Park,75_to_79,0.0,2018
Defu Industrial Park,Defu Industrial Park,80_to_84,0.0,2018
Defu Industrial Park,Defu Industrial Park,85_and_over,0.0,2018
Hougang Central,Hougang Central,0_to_4,130.0,2018
Hougang Central,Hougang Central,5_to_9,130.0,2018
Hougang Central,Hougang Central,10_to_14,210.0,2018
Hougang Central,Hougang Central,15_to_19,280.0,2018
Hougang Central,Hougang Central,20_to_24,340.0,2018
Hougang Central,Hougang Central,25_to_29,440.0,2018
Hougang Central,Hougang Central,30_to_34,350.0,2018
Hougang Central,Hougang Central,35_to_39,260.0,2018
Hougang Central,Hougang Central,40_to_44,240.0,2018
Hougang Central,Hougang Central,45_to_49,320.0,2018
Hougang Central,Hougang Central,50_to_54,400.0,2018
Hougang Central,Hougang Central,55_to_59,400.0,2018
Hougang Central,Hougang Central,60_to_64,430.0,2018
Hougang Central,Hougang Central,65_to_69,310.0,2018
Hougang Central,Hougang Central,70_to_74,210.0,2018
Hougang Central,Hougang Central,75_to_79,110.0,2018
Hougang Central,Hougang Central,80_to_84,90.0,2018
Hougang Central,Hougang Central,85_and_over,70.0,2018
Hougang East,Hougang East,0_to_4,1360.0,2018
Hougang East,Hougang East,5_to_9,1230.0,2018
Hougang East,Hougang East,10_to_14,1040.0,2018
Hougang East,Hougang East,15_to_19,1090.0,2018
Hougang East,Hougang East,20_to_24,1470.0,2018
Hougang East,Hougang East,25_to_29,2110.0,2018
Hougang East,Hougang East,30_to_34,2290.0,2018
Hougang East,Hougang East,35_to_39,2160.0,2018
Hougang East,Hougang East,40_to_44,1710.0,2018
Hougang East,Hougang East,45_to_49,1640.0,2018
Hougang East,Hougang East,50_to_54,1610.0,2018
Hougang East,Hougang East,55_to_59,2070.0,2018
Hougang East,Hougang East,60_to_64,1870.0,2018
Hougang East,Hougang East,65_to_69,1370.0,2018
Hougang East,Hougang East,70_to_74,920.0,2018
Hougang East,Hougang East,75_to_79,480.0,2018
Hougang East,Hougang East,80_to_84,280.0,2018
Hougang East,Hougang East,85_and_over,230.0,2018
Hougang West,Hougang West,0_to_4,1330.0,2018
Hougang West,Hougang West,5_to_9,1420.0,2018
Hougang West,Hougang West,10_to_14,1730.0,2018
Hougang West,Hougang West,15_to_19,2000.0,2018
Hougang West,Hougang West,20_to_24,2910.0,2018
Hougang West,Hougang West,25_to_29,4030.0,2018
Hougang West,Hougang West,30_to_34,3540.0,2018
Hougang West,Hougang West,35_to_39,2750.0,2018
Hougang West,Hougang West,40_to_44,2580.0,2018
Hougang West,Hougang West,45_to_49,2960.0,2018
Hougang West,Hougang West,50_to_54,3310.0,2018
Hougang West,Hougang West,55_to_59,4430.0,2018
Hougang West,Hougang West,60_to_64,4410.0,2018
Hougang West,Hougang West,65_to_69,3390.0,2018
Hougang West,Hougang West,70_to_74,2210.0,2018
Hougang West,Hougang West,75_to_79,1090.0,2018
Hougang West,Hougang West,80_to_84,730.0,2018
Hougang West,Hougang West,85_and_over,650.0,2018
Kangkar,Kangkar,0_to_4,1760.0,2018
Kangkar,Kangkar,5_to_9,1740.0,2018
Kangkar,Kangkar,10_to_14,1570.0,2018
Kangkar,Kangkar,15_to_19,1600.0,2018
Kangkar,Kangkar,20_to_24,1690.0,2018
Kangkar,Kangkar,25_to_29,2040.0,2018
Kangkar,Kangkar,30_to_34,2710.0,2018
Kangkar,Kangkar,35_to_39,2800.0,2018
Kangkar,Kangkar,40_to_44,2480.0,2018
Kangkar,Kangkar,45_to_49,2520.0,2018
Kangkar,Kangkar,50_to_54,2170.0,2018
Kangkar,Kangkar,55_to_59,2290.0,2018
Kangkar,Kangkar,60_to_64,2200.0,2018
Kangkar,Kangkar,65_to_69,1810.0,2018
Kangkar,Kangkar,70_to_74,1280.0,2018
Kangkar,Kangkar,75_to_79,740.0,2018
Kangkar,Kangkar,80_to_84,540.0,2018
Kangkar,Kangkar,85_and_over,370.0,2018
Kovan,Kovan,0_to_4,900.0,2018
Kovan,Kovan,5_to_9,1110.0,2018
Kovan,Kovan,10_to_14,1270.0,2018
Kovan,Kovan,15_to_19,1420.0,2018
Kovan,Kovan,20_to_24,1650.0,2018
Kovan,Kovan,25_to_29,1890.0,2018
Kovan,Kovan,30_to_34,1660.0,2018
Kovan,Kovan,35_to_39,1560.0,2018
Kovan,Kovan,40_to_44,1700.0,2018
Kovan,Kovan,45_to_49,1960.0,2018
Kovan,Kovan,50_to_54,1740.0,2018
Kovan,Kovan,55_to_59,1940.0,2018
Kovan,Kovan,60_to_64,1920.0,2018
Kovan,Kovan,65_to_69,1510.0,2018
Kovan,Kovan,70_to_74,1120.0,2018
Kovan,Kovan,75_to_79,590.0,2018
Kovan,Kovan,80_to_84,450.0,2018
Kovan,Kovan,85_and_over,420.0,2018
Lorong Ah Soo,Lorong Ah Soo,0_to_4,950.0,2018
Lorong Ah Soo,Lorong Ah Soo,5_to_9,1140.0,2018
Lorong Ah Soo,Lorong Ah Soo,10_to_14,1390.0,2018
Lorong Ah Soo,Lorong Ah Soo,15_to_19,1690.0,2018
Lorong Ah Soo,Lorong Ah Soo,20_to_24,1910.0,2018
Lorong Ah Soo,Lorong Ah Soo,25_to_29,2270.0,2018
Lorong Ah Soo,Lorong Ah Soo,30_to_34,2180.0,2018
Lorong Ah Soo,Lorong Ah Soo,35_to_39,2010.0,2018
Lorong Ah Soo,Lorong Ah Soo,40_to_44,2180.0,2018
Lorong Ah Soo,Lorong Ah Soo,45_to_49,2490.0,2018
Lorong Ah Soo,Lorong Ah Soo,50_to_54,2410.0,2018
Lorong Ah Soo,Lorong Ah Soo,55_to_59,2580.0,2018
Lorong Ah Soo,Lorong Ah Soo,60_to_64,2700.0,2018
Lorong Ah Soo,Lorong Ah Soo,65_to_69,2300.0,2018
Lorong Ah Soo,Lorong Ah Soo,70_to_74,1810.0,2018
Lorong Ah Soo,Lorong Ah Soo,75_to_79,980.0,2018
Lorong Ah Soo,Lorong Ah Soo,80_to_84,750.0,2018
Lorong Ah Soo,Lorong Ah Soo,85_and_over,590.0,2018
Lorong Halus,Lorong Halus,0_to_4,0.0,2018
Lorong Halus,Lorong Halus,5_to_9,0.0,2018
Lorong Halus,Lorong Halus,10_to_14,0.0,2018
Lorong Halus,Lorong Halus,15_to_19,0.0,2018
Lorong Halus,Lorong Halus,20_to_24,0.0,2018
Lorong Halus,Lorong Halus,25_to_29,0.0,2018
Lorong Halus,Lorong Halus,30_to_34,0.0,2018
Lorong Halus,Lorong Halus,35_to_39,0.0,2018
Lorong Halus,Lorong Halus,40_to_44,0.0,2018
Lorong Halus,Lorong Halus,45_to_49,0.0,2018
Lorong Halus,Lorong Halus,50_to_54,0.0,2018
Lorong Halus,Lorong Halus,55_to_59,0.0,2018
Lorong Halus,Lorong Halus,60_to_64,0.0,2018
Lorong Halus,Lorong Halus,65_to_69,0.0,2018
Lorong Halus,Lorong Halus,70_to_74,0.0,2018
Lorong Halus,Lorong Halus,75_to_79,0.0,2018
Lorong Halus,Lorong Halus,80_to_84,0.0,2018
Lorong Halus,Lorong Halus,85_and_over,0.0,2018
Tai Seng,Tai Seng,0_to_4,430.0,2018
Tai Seng,Tai Seng,5_to_9,560.0,2018
Tai Seng,Tai Seng,10_to_14,690.0,2018
Tai Seng,Tai Seng,15_to_19,750.0,2018
Tai Seng,Tai Seng,20_to_24,970.0,2018
Tai Seng,Tai Seng,25_to_29,990.0,2018
Tai Seng,Tai Seng,30_to_34,830.0,2018
Tai Seng,Tai Seng,35_to_39,740.0,2018
Tai Seng,Tai Seng,40_to_44,850.0,2018
Tai Seng,Tai Seng,45_to_49,950.0,2018
Tai Seng,Tai Seng,50_to_54,1020.0,2018
Tai Seng,Tai Seng,55_to_59,1180.0,2018
Tai Seng,Tai Seng,60_to_64,1170.0,2018
Tai Seng,Tai Seng,65_to_69,970.0,2018
Tai Seng,Tai Seng,70_to_74,670.0,2018
Tai Seng,Tai Seng,75_to_79,420.0,2018
Tai Seng,Tai Seng,80_to_84,350.0,2018
Tai Seng,Tai Seng,85_and_over,320.0,2018
Trafalgar,Trafalgar,0_to_4,2260.0,2018
Trafalgar,Trafalgar,5_to_9,2110.0,2018
Trafalgar,Trafalgar,10_to_14,2420.0,2018
Trafalgar,Trafalgar,15_to_19,2700.0,2018
Trafalgar,Trafalgar,20_to_24,3220.0,2018
Trafalgar,Trafalgar,25_to_29,3830.0,2018
Trafalgar,Trafalgar,30_to_34,3640.0,2018
Trafalgar,Trafalgar,35_to_39,3210.0,2018
Trafalgar,Trafalgar,40_to_44,3340.0,2018
Trafalgar,Trafalgar,45_to_49,3670.0,2018
Trafalgar,Trafalgar,50_to_54,3950.0,2018
Trafalgar,Trafalgar,55_to_59,4150.0,2018
Trafalgar,Trafalgar,60_to_64,3930.0,2018
Trafalgar,Trafalgar,65_to_69,2880.0,2018
Trafalgar,Trafalgar,70_to_74,1910.0,2018
Trafalgar,Trafalgar,75_to_79,880.0,2018
Trafalgar,Trafalgar,80_to_84,600.0,2018
Trafalgar,Trafalgar,85_and_over,500.0,2018
International Business Park,International Business Park,0_to_4,0.0,2018
International Business Park,International Business Park,5_to_9,0.0,2018
International Business Park,International Business Park,10_to_14,0.0,2018
International Business Park,International Business Park,15_to_19,0.0,2018
International Business Park,International Business Park,20_to_24,0.0,2018
International Business Park,International Business Park,25_to_29,0.0,2018
International Business Park,International Business Park,30_to_34,0.0,2018
International Business Park,International Business Park,35_to_39,0.0,2018
International Business Park,International Business Park,40_to_44,0.0,2018
International Business Park,International Business Park,45_to_49,0.0,2018
International Business Park,International Business Park,50_to_54,0.0,2018
International Business Park,International Business Park,55_to_59,0.0,2018
International Business Park,International Business Park,60_to_64,0.0,2018
International Business Park,International Business Park,65_to_69,0.0,2018
International Business Park,International Business Park,70_to_74,0.0,2018
International Business Park,International Business Park,75_to_79,0.0,2018
International Business Park,International Business Park,80_to_84,0.0,2018
International Business Park,International Business Park,85_and_over,0.0,2018
Jurong Gateway,Jurong Gateway,0_to_4,20.0,2018
Jurong Gateway,Jurong Gateway,5_to_9,20.0,2018
Jurong Gateway,Jurong Gateway,10_to_14,20.0,2018
Jurong Gateway,Jurong Gateway,15_to_19,30.0,2018
Jurong Gateway,Jurong Gateway,20_to_24,20.0,2018
Jurong Gateway,Jurong Gateway,25_to_29,50.0,2018
Jurong Gateway,Jurong Gateway,30_to_34,40.0,2018
Jurong Gateway,Jurong Gateway,35_to_39,40.0,2018
Jurong Gateway,Jurong Gateway,40_to_44,50.0,2018
Jurong Gateway,Jurong Gateway,45_to_49,60.0,2018
Jurong Gateway,Jurong Gateway,50_to_54,30.0,2018
Jurong Gateway,Jurong Gateway,55_to_59,20.0,2018
Jurong Gateway,Jurong Gateway,60_to_64,20.0,2018
Jurong Gateway,Jurong Gateway,65_to_69,10.0,2018
Jurong Gateway,Jurong Gateway,70_to_74,10.0,2018
Jurong Gateway,Jurong Gateway,75_to_79,10.0,2018
Jurong Gateway,Jurong Gateway,80_to_84,0.0,2018
Jurong Gateway,Jurong Gateway,85_and_over,0.0,2018
Jurong Port,Jurong Port,0_to_4,0.0,2018
Jurong Port,Jurong Port,5_to_9,0.0,2018
Jurong Port,Jurong Port,10_to_14,0.0,2018
Jurong Port,Jurong Port,15_to_19,0.0,2018
Jurong Port,Jurong Port,20_to_24,0.0,2018
Jurong Port,Jurong Port,25_to_29,0.0,2018
Jurong Port,Jurong Port,30_to_34,0.0,2018
Jurong Port,Jurong Port,35_to_39,0.0,2018
Jurong Port,Jurong Port,40_to_44,0.0,2018
Jurong Port,Jurong Port,45_to_49,0.0,2018
Jurong Port,Jurong Port,50_to_54,0.0,2018
Jurong Port,Jurong Port,55_to_59,0.0,2018
Jurong Port,Jurong Port,60_to_64,0.0,2018
Jurong Port,Jurong Port,65_to_69,0.0,2018
Jurong Port,Jurong Port,70_to_74,0.0,2018
Jurong Port,Jurong Port,75_to_79,0.0,2018
Jurong Port,Jurong Port,80_to_84,0.0,2018
Jurong Port,Jurong Port,85_and_over,0.0,2018
Jurong River,Jurong River,0_to_4,0.0,2018
Jurong River,Jurong River,5_to_9,0.0,2018
Jurong River,Jurong River,10_to_14,0.0,2018
Jurong River,Jurong River,15_to_19,0.0,2018
Jurong River,Jurong River,20_to_24,0.0,2018
Jurong River,Jurong River,25_to_29,0.0,2018
Jurong River,Jurong River,30_to_34,0.0,2018
Jurong River,Jurong River,35_to_39,0.0,2018
Jurong River,Jurong River,40_to_44,0.0,2018
Jurong River,Jurong River,45_to_49,0.0,2018
Jurong River,Jurong River,50_to_54,0.0,2018
Jurong River,Jurong River,55_to_59,0.0,2018
Jurong River,Jurong River,60_to_64,0.0,2018
Jurong River,Jurong River,65_to_69,0.0,2018
Jurong River,Jurong River,70_to_74,0.0,2018
Jurong River,Jurong River,75_to_79,0.0,2018
Jurong River,Jurong River,80_to_84,0.0,2018
Jurong River,Jurong River,85_and_over,0.0,2018
Lakeside (Business),Lakeside (Business),0_to_4,0.0,2018
Lakeside (Business),Lakeside (Business),5_to_9,0.0,2018
Lakeside (Business),Lakeside (Business),10_to_14,0.0,2018
Lakeside (Business),Lakeside (Business),15_to_19,0.0,2018
Lakeside (Business),Lakeside (Business),20_to_24,0.0,2018
Lakeside (Business),Lakeside (Business),25_to_29,0.0,2018
Lakeside (Business),Lakeside (Business),30_to_34,0.0,2018
Lakeside (Business),Lakeside (Business),35_to_39,0.0,2018
Lakeside (Business),Lakeside (Business),40_to_44,0.0,2018
Lakeside (Business),Lakeside (Business),45_to_49,0.0,2018
Lakeside (Business),Lakeside (Business),50_to_54,0.0,2018
Lakeside (Business),Lakeside (Business),55_to_59,0.0,2018
Lakeside (Business),Lakeside (Business),60_to_64,0.0,2018
Lakeside (Business),Lakeside (Business),65_to_69,0.0,2018
Lakeside (Business),Lakeside (Business),70_to_74,0.0,2018
Lakeside (Business),Lakeside (Business),75_to_79,0.0,2018
Lakeside (Business),Lakeside (Business),80_to_84,0.0,2018
Lakeside (Business),Lakeside (Business),85_and_over,0.0,2018
Lakeside (Leisure),Lakeside (Leisure),0_to_4,20.0,2018
Lakeside (Leisure),Lakeside (Leisure),5_to_9,20.0,2018
Lakeside (Leisure),Lakeside (Leisure),10_to_14,20.0,2018
Lakeside (Leisure),Lakeside (Leisure),15_to_19,30.0,2018
Lakeside (Leisure),Lakeside (Leisure),20_to_24,30.0,2018
Lakeside (Leisure),Lakeside (Leisure),25_to_29,50.0,2018
Lakeside (Leisure),Lakeside (Leisure),30_to_34,50.0,2018
Lakeside (Leisure),Lakeside (Leisure),35_to_39,60.0,2018
Lakeside (Leisure),Lakeside (Leisure),40_to_44,60.0,2018
Lakeside (Leisure),Lakeside (Leisure),45_to_49,70.0,2018
Lakeside (Leisure),Lakeside (Leisure),50_to_54,80.0,2018
Lakeside (Leisure),Lakeside (Leisure),55_to_59,70.0,2018
Lakeside (Leisure),Lakeside (Leisure),60_to_64,100.0,2018
Lakeside (Leisure),Lakeside (Leisure),65_to_69,120.0,2018
Lakeside (Leisure),Lakeside (Leisure),70_to_74,110.0,2018
Lakeside (Leisure),Lakeside (Leisure),75_to_79,80.0,2018
Lakeside (Leisure),Lakeside (Leisure),80_to_84,60.0,2018
Lakeside (Leisure),Lakeside (Leisure),85_and_over,40.0,2018
Penjuru Crescent,Penjuru Crescent,0_to_4,0.0,2018
Penjuru Crescent,Penjuru Crescent,5_to_9,0.0,2018
Penjuru Crescent,Penjuru Crescent,10_to_14,0.0,2018
Penjuru Crescent,Penjuru Crescent,15_to_19,0.0,2018
Penjuru Crescent,Penjuru Crescent,20_to_24,0.0,2018
Penjuru Crescent,Penjuru Crescent,25_to_29,0.0,2018
Penjuru Crescent,Penjuru Crescent,30_to_34,0.0,2018
